,Nº de Série do DOF,RegistroEntrada
11596,633871,2019-09-27 11:42:00
11597,633824,2019-09-25 12:50:00
11598,545756,2019-10-28 17:34:00
11599,693446,2019-10-28 17:34:00
11600,542301,2019-10-28 17:34:00
11601,504360,2019-09-25 12:50:00
11602,504242,2019-09-25 12:50:00
11603,504385,2019-11-02 15:39:00
11604,504496,2019-10-28 17:34:00
11605,502692,2019-11-02 15:39:00
11606,367086,2019-09-25 12:50:00
11607,419656,2019-09-27 11:42:00
11608,565603,2019-11-02 15:39:00
11609,509498,2019-10-28 17:34:00
11610,508930,2019-11-02 15:39:00
11611,467593,2019-09-27 18:12:00
11612,466095,2019-09-27 11:42:00
11613,465675,2019-11-02 15:39:00
11614,285018,2019-09-25 12:50:00
11615,287036,2019-10-28 17:34:00
11616,397237,2019-09-25 12:50:00
11617,670278,2019-09-27 18:12:00
11618,648530,2019-09-27 11:42:00
11619,646111,2019-09-25 12:50:00
11620,489610,2019-10-28 17:34:00
11621,603589,2019-11-02 15:39:00
11622,610634,2019-11-02 15:39:00
11623,488574,2019-11-02 15:39:00
11624,661411,2019-09-27 11:42:00
11625,637532,2019-09-25 12:50:00
11626,636135,2019-11-02 15:39:00
11627,535508,2019-11-02 15:39:00
11628,644941,2019-10-28 17:34:00
11629,493401,2019-09-27 18:12:00
11630,505043,2019-11-02 15:39:00
11631,577462,2019-09-27 18:12:00
11632,507835,2019-10-28 17:34:00
11633,607485,2019-09-27 11:42:00
11634,633878,2019-09-27 18:12:00
11635,302492,2019-09-27 11:42:00
11636,576461,2019-09-25 12:50:00
11637,649703,2019-10-28 17:34:00
11638,636194,2019-09-27 18:12:00
11639,686445,2019-11-02 15:39:00
11640,583340,2019-09-27 11:42:00
11641,580859,2019-09-25 12:50:00
11642,664850,2019-09-27 11:42:00
11643,562514,2019-09-27 18:12:00
11644,504518,2019-09-25 12:50:00
11645,504021,2019-11-02 15:39:00
11646,303885,2019-10-28 17:34:00
11647,439872,2019-09-27 18:12:00
11648,439880,2019-11-02 15:39:00
11649,540143,2019-09-25 12:50:00
11650,624424,2019-10-28 17:34:00
11651,623400,2019-11-02 15:39:00
11652,623519,2019-09-27 11:42:00
11653,563540,2019-11-02 15:39:00
11654,563974,2019-09-25 12:50:00
11655,517302,2019-09-27 11:42:00
11656,666647,2019-09-25 12:50:00
11657,667315,2019-09-25 12:50:00
11658,637168,2019-10-28 17:34:00
11659,636905,2019-09-25 12:50:00
11660,487238,2019-09-27 11:42:00
11661,635220,2019-09-25 12:50:00
11662,428187,2019-11-02 15:39:00
11663,539366,2019-09-25 12:50:00
11664,284395,2019-09-27 18:12:00
11665,284401,2019-09-25 12:50:00
11666,630584,2019-09-27 11:42:00
11667,656437,2019-11-02 15:39:00
11668,492771,2019-09-27 11:42:00
11669,609919,2019-09-25 12:50:00
11670,331247,2019-09-27 18:12:00
11671,480090,2019-11-02 15:39:00
11672,628377,2019-10-28 17:34:00
11673,422804,2019-09-27 11:42:00
11674,257851,2019-09-25 12:50:00
11675,492225,2019-09-27 11:42:00
11676,497564,2019-09-27 11:42:00
11677,620960,2019-09-27 18:12:00
11678,409588,2019-09-25 12:50:00
11679,554838,2019-09-27 18:12:00
11680,475555,2019-09-27 11:42:00
11681,456304,2019-09-25 12:50:00
11682,420605,2019-09-27 18:12:00
11683,519945,2019-11-02 15:39:00
11684,522401,2019-11-02 15:39:00
11685,457798,2019-11-02 15:39:00
11686,553015,2019-10-28 17:34:00
11687,303819,2019-10-28 17:34:00
11688,319055,2019-09-27 18:12:00
11689,350772,2019-09-27 18:12:00
11690,643746,2019-11-02 15:39:00
11691,661570,2019-09-27 18:12:00
11692,446839,2019-10-28 17:34:00
11693,375379,2019-11-02 15:39:00
11694,545688,2019-09-27 11:42:00
11695,594478,2019-09-27 11:42:00
11696,594030,2019-09-25 12:50:00
11697,593815,2019-11-02 15:39:00
11698,434126,2019-11-02 15:39:00
11699,526415,2019-09-27 11:42:00
11700,599421,2019-09-27 11:42:00
11701,580989,2019-09-25 12:50:00
11702,581173,2019-10-28 17:34:00
11703,608506,2019-11-02 15:39:00
11704,517382,2019-10-28 17:34:00
11705,518100,2019-11-02 15:39:00
11706,504529,2019-10-28 17:34:00
11707,531088,2019-09-27 18:12:00
11708,589697,2019-10-28 17:34:00
11709,590845,2019-10-28 17:34:00
11710,698591,2019-09-25 12:50:00
11711,392524,2019-09-25 12:50:00
11712,556995,2019-10-28 17:34:00
11713,545627,2019-09-27 11:42:00
11714,445084,2019-09-25 12:50:00
11715,564203,2019-09-25 12:50:00
11716,699048,2019-09-27 18:12:00
11717,566555,2019-10-28 17:34:00
11718,567236,2019-09-25 12:50:00
11719,702684,2019-09-27 18:12:00
11720,294318,2019-10-28 17:34:00
11721,370319,2019-10-28 17:34:00
11722,444207,2019-09-25 12:50:00
11723,414563,2019-09-25 12:50:00
11724,268791,2019-11-02 15:39:00
11725,256000,2019-09-25 12:50:00
11726,587728,2019-11-02 15:39:00
11727,438231,2019-11-02 15:39:00
11728,438486,2019-09-25 12:50:00
11729,474143,2019-09-27 11:42:00
11730,295289,2019-09-27 11:42:00
11731,443400,2019-09-25 12:50:00
11732,250631,2019-11-02 15:39:00
11733,588411,2019-10-28 17:34:00
11734,634984,2019-09-27 18:12:00
11735,585772,2019-09-27 18:12:00
11736,474149,2019-11-02 15:39:00
11737,471417,2019-09-25 12:50:00
11738,342103,2019-11-02 15:39:00
11739,511763,2019-09-27 11:42:00
11740,512652,2019-09-25 12:50:00
11741,484073,2019-09-27 18:12:00
11742,651345,2019-11-02 15:39:00
11743,508967,2019-09-27 11:42:00
11744,503462,2019-09-27 11:42:00
11745,328541,2019-10-28 17:34:00
11746,486120,2019-10-28 17:34:00
11747,487987,2019-10-28 17:34:00
11748,514806,2019-09-27 18:12:00
11749,515783,2019-09-25 12:50:00
11750,668817,2019-11-02 15:39:00
11751,668382,2019-11-02 15:39:00
11752,623314,2019-09-27 11:42:00
11753,560501,2019-10-28 17:34:00
11754,561407,2019-09-27 11:42:00
11755,466093,2019-11-02 15:39:00
11756,679999,2019-09-25 12:50:00
11757,688729,2019-09-25 12:50:00
11758,315779,2019-09-27 18:12:00
11759,504354,2019-09-25 12:50:00
11760,502446,2019-09-27 18:12:00
11761,486887,2019-09-27 18:12:00
11762,650952,2019-11-02 15:39:00
11763,563373,2019-10-28 17:34:00
11764,483638,2019-09-27 11:42:00
11765,623302,2019-10-28 17:34:00
11766,638109,2019-09-27 18:12:00
11767,479096,2019-11-02 15:39:00
11768,565641,2019-09-25 12:50:00
11769,565232,2019-09-27 11:42:00
11770,545721,2019-09-27 11:42:00
11771,428428,2019-11-02 15:39:00
11772,541038,2019-09-27 11:42:00
11773,539806,2019-09-25 12:50:00
11774,283704,2019-09-25 12:50:00
11775,587105,2019-09-27 18:12:00
11776,586436,2019-09-27 11:42:00
11777,586831,2019-09-27 11:42:00
11778,494170,2019-10-28 17:34:00
11779,492186,2019-10-28 17:34:00
11780,491143,2019-10-28 17:34:00
11781,568513,2019-09-25 12:50:00
11782,466815,2019-09-27 18:12:00
11783,706071,2019-10-28 17:34:00
11784,627440,2019-09-25 12:50:00
11785,284427,2019-11-02 15:39:00
11786,579299,2019-11-02 15:39:00
11787,538360,2019-10-28 17:34:00
11788,536857,2019-11-02 15:39:00
11789,578645,2019-09-25 12:50:00
11790,421856,2019-09-25 12:50:00
11791,653125,2019-09-25 12:50:00
11792,471858,2019-10-28 17:34:00
11793,579310,2019-09-27 18:12:00
11794,472696,2019-09-25 12:50:00
11795,474238,2019-10-28 17:34:00
11796,577484,2019-09-27 11:42:00
11797,499839,2019-11-02 15:39:00
11798,573281,2019-10-28 17:34:00
11799,620268,2019-09-27 11:42:00
11800,556774,2019-10-28 17:34:00
11801,479119,2019-09-25 12:50:00
11802,405626,2019-11-02 15:39:00
11803,475010,2019-09-27 18:12:00
11804,457096,2019-11-02 15:39:00
11805,552995,2019-09-25 12:50:00
11806,551510,2019-09-25 12:50:00
11807,557222,2019-09-25 12:50:00
11808,520481,2019-09-27 18:12:00
11809,551809,2019-10-28 17:34:00
11810,661367,2019-09-25 12:50:00
11811,595082,2019-10-28 17:34:00
11812,592925,2019-09-27 11:42:00
11813,497562,2019-11-02 15:39:00
11814,504346,2019-09-27 11:42:00
11815,374911,2019-10-28 17:34:00
11816,524253,2019-09-25 12:50:00
11817,442993,2019-09-25 12:50:00
11818,448577,2019-10-28 17:34:00
11819,377589,2019-10-28 17:34:00
11820,389688,2019-09-27 11:42:00
11821,523345,2019-09-25 12:50:00
11822,514612,2019-10-28 17:34:00
11823,344297,2019-09-27 18:12:00
11824,461473,2019-09-25 12:50:00
11825,686493,2019-09-25 12:50:00
11826,599555,2019-11-02 15:39:00
11827,597312,2019-10-28 17:34:00
11828,396336,2019-09-27 18:12:00
11829,514702,2019-09-27 18:12:00
11830,254146,2019-09-27 11:42:00
11831,490174,2019-11-02 15:39:00
11832,566669,2019-09-25 12:50:00
11833,567756,2019-09-27 18:12:00
11834,504404,2019-10-28 17:34:00
11835,514431,2019-10-28 17:34:00
11836,322924,2019-09-25 12:50:00
11837,425686,2019-11-02 15:39:00
11838,666743,2019-09-27 11:42:00
11839,556222,2019-10-28 17:34:00
11840,567408,2019-09-25 12:50:00
11841,691719,2019-11-02 15:39:00
11842,647548,2019-09-27 18:12:00
11843,448580,2019-09-27 11:42:00
11844,545494,2019-09-25 12:50:00
11845,445141,2019-11-02 15:39:00
11846,681142,2019-11-02 15:39:00
11847,326264,2019-10-28 17:34:00
11848,419107,2019-09-27 11:42:00
11849,565176,2019-09-27 18:12:00
11850,677570,2019-09-27 11:42:00
11851,559511,2019-10-28 17:34:00
11852,561592,2019-09-25 12:50:00
11853,434908,2019-09-27 11:42:00
11854,489981,2019-09-27 11:42:00
11855,508566,2019-11-02 15:39:00
11856,621359,2019-09-27 11:42:00
11857,466116,2019-09-27 18:12:00
11858,467681,2019-11-02 15:39:00
11859,467729,2019-09-27 18:12:00
11860,603692,2019-09-27 18:12:00
11861,491367,2019-09-27 11:42:00
11862,489999,2019-11-02 15:39:00
11863,502241,2019-11-02 15:39:00
11864,653049,2019-09-27 11:42:00
11865,648265,2019-09-27 11:42:00
11866,577530,2019-09-27 11:42:00
11867,483908,2019-11-02 15:39:00
11868,610903,2019-09-25 12:50:00
11869,701938,2019-11-02 15:39:00
11870,702489,2019-09-27 11:42:00
11871,623463,2019-11-02 15:39:00
11872,644718,2019-11-02 15:39:00
11873,504976,2019-10-28 17:34:00
11874,421821,2019-11-02 15:39:00
11875,420645,2019-10-28 17:34:00
11876,576468,2019-09-25 12:50:00
11877,486914,2019-09-27 11:42:00
11878,620118,2019-09-25 12:50:00
11879,260459,2019-09-25 12:50:00
11880,615112,2019-11-02 15:39:00
11881,613140,2019-09-27 11:42:00
11882,611998,2019-11-02 15:39:00
11883,540354,2019-11-02 15:39:00
11884,468149,2019-10-28 17:34:00
11885,467702,2019-11-02 15:39:00
11886,534658,2019-11-02 15:39:00
11887,534715,2019-09-27 11:42:00
11888,620184,2019-11-02 15:39:00
11889,359402,2019-09-27 18:12:00
11890,494280,2019-10-28 17:34:00
11891,495114,2019-11-02 15:39:00
11892,496145,2019-09-25 12:50:00
11893,482251,2019-09-25 12:50:00
11894,419030,2019-10-28 17:34:00
11895,555113,2019-09-25 12:50:00
11896,465424,2019-09-27 18:12:00
11897,476718,2019-09-25 12:50:00
11898,602822,2019-09-25 12:50:00
11899,604886,2019-09-27 18:12:00
11900,605589,2019-09-25 12:50:00
11901,553325,2019-11-02 15:39:00
11902,554061,2019-11-02 15:39:00
11903,596924,2019-09-25 12:50:00
11904,274202,2019-09-27 18:12:00
11905,504326,2019-09-25 12:50:00
11906,268857,2019-11-02 15:39:00
11907,498918,2019-09-25 12:50:00
11908,449265,2019-09-25 12:50:00
11909,523169,2019-09-25 12:50:00
11910,524721,2019-11-02 15:39:00
11911,514440,2019-11-02 15:39:00
11912,632278,2019-09-27 18:12:00
11913,606927,2019-09-25 12:50:00
11914,308084,2019-09-27 18:12:00
11915,429967,2019-09-27 18:12:00
11916,507855,2019-09-27 18:12:00
11917,633220,2019-09-27 11:42:00
11918,593047,2019-09-25 12:50:00
11919,610658,2019-09-25 12:50:00
11920,610927,2019-09-27 18:12:00
11921,391592,2019-10-28 17:34:00
11922,557238,2019-11-02 15:39:00
11923,557035,2019-09-27 18:12:00
11924,557124,2019-09-25 12:50:00
11925,293914,2019-09-25 12:50:00
11926,523622,2019-09-27 18:12:00
11927,371047,2019-09-27 11:42:00
11928,557203,2019-09-27 11:42:00
11929,656857,2019-09-27 18:12:00
11930,635829,2019-09-27 11:42:00
11931,590863,2019-09-27 18:12:00
11932,551254,2019-09-27 11:42:00
11933,293836,2019-09-27 18:12:00
11934,378504,2019-09-27 11:42:00
11935,460309,2019-11-02 15:39:00
11936,661251,2019-09-27 18:12:00
11937,590862,2019-09-27 11:42:00
11938,533932,2019-09-27 11:42:00
11939,474936,2019-09-27 11:42:00
11940,549563,2019-09-27 18:12:00
11941,409228,2019-09-27 18:12:00
11942,479091,2019-09-25 12:50:00
11943,663044,2019-11-02 15:39:00
11944,529939,2019-11-02 15:39:00
11945,588559,2019-11-02 15:39:00
11946,440336,2019-09-27 11:42:00
11947,651503,2019-10-28 17:34:00
11948,486600,2019-10-28 17:34:00
11949,576553,2019-09-27 18:12:00
11950,486543,2019-11-02 15:39:00
11951,581237,2019-09-27 18:12:00
11952,509158,2019-09-27 11:42:00
11953,465903,2019-11-02 15:39:00
11954,683860,2019-09-27 11:42:00
11955,311347,2019-09-27 18:12:00
11956,670749,2019-09-25 12:50:00
11957,503604,2019-09-27 11:42:00
11958,504239,2019-09-25 12:50:00
11959,504414,2019-09-27 11:42:00
11960,486242,2019-10-28 17:34:00
11961,487769,2019-09-25 12:50:00
11962,484302,2019-09-27 11:42:00
11963,514659,2019-11-02 15:39:00
11964,623313,2019-09-27 11:42:00
11965,538297,2019-09-27 11:42:00
11966,534438,2019-09-27 11:42:00
11967,491316,2019-09-25 12:50:00
11968,605747,2019-09-27 11:42:00
11969,514584,2019-09-27 18:12:00
11970,514797,2019-09-25 12:50:00
11971,429904,2019-09-27 11:42:00
11972,275146,2019-09-25 12:50:00
11973,571304,2019-09-25 12:50:00
11974,487105,2019-09-27 18:12:00
11975,532759,2019-09-27 18:12:00
11976,533505,2019-11-02 15:39:00
11977,422750,2019-09-27 18:12:00
11978,586341,2019-11-02 15:39:00
11979,480594,2019-09-27 18:12:00
11980,537805,2019-09-27 18:12:00
11981,534676,2019-09-27 11:42:00
11982,506744,2019-09-25 12:50:00
11983,580354,2019-09-27 18:12:00
11984,522904,2019-10-28 17:34:00
11985,534439,2019-09-25 12:50:00
11986,519949,2019-10-28 17:34:00
11987,569273,2019-10-28 17:34:00
11988,569854,2019-09-25 12:50:00
11989,570417,2019-09-27 11:42:00
11990,572195,2019-10-28 17:34:00
11991,622729,2019-09-25 12:50:00
11992,474800,2019-11-02 15:39:00
11993,319513,2019-10-28 17:34:00
11994,553613,2019-09-25 12:50:00
11995,404255,2019-09-25 12:50:00
11996,518689,2019-09-27 11:42:00
11997,304624,2019-09-27 11:42:00
11998,520889,2019-09-25 12:50:00
11999,521790,2019-09-25 12:50:00
12000,306748,2019-09-27 11:42:00
12001,609162,2019-11-02 15:39:00
12002,307968,2019-10-28 17:34:00
12003,674087,2019-09-27 11:42:00
12004,674061,2019-09-27 18:12:00
12005,628356,2019-09-25 12:50:00
12006,659057,2019-09-27 11:42:00
12007,659962,2019-11-02 15:39:00
12008,528806,2019-09-27 18:12:00
12009,246968,2019-09-25 12:50:00
12010,661633,2019-10-28 17:34:00
12011,511797,2019-09-25 12:50:00
12012,588563,2019-11-02 15:39:00
12013,452387,2019-09-27 11:42:00
12014,511081,2019-09-25 12:50:00
12015,564789,2019-10-28 17:34:00
12016,461426,2019-11-02 15:39:00
12017,545692,2019-09-25 12:50:00
12018,677548,2019-10-28 17:34:00
12019,678865,2019-11-02 15:39:00
12020,538858,2019-09-27 18:12:00
12021,643758,2019-09-27 18:12:00
12022,701764,2019-09-27 18:12:00
12023,589524,2019-09-27 18:12:00
12024,587613,2019-09-25 12:50:00
12025,533343,2019-09-27 11:42:00
12026,648240,2019-11-02 15:39:00
12027,415502,2019-11-02 15:39:00
12028,564518,2019-09-27 18:12:00
12029,661267,2019-11-02 15:39:00
12030,660226,2019-10-28 17:34:00
12031,610642,2019-10-28 17:34:00
12032,607495,2019-09-25 12:50:00
12033,490329,2019-09-27 11:42:00
12034,448395,2019-10-28 17:34:00
12035,613083,2019-11-02 15:39:00
12036,706873,2019-11-02 15:39:00
12037,706516,2019-09-27 18:12:00
12038,553184,2019-09-27 18:12:00
12039,542802,2019-09-27 18:12:00
12040,605075,2019-09-25 12:50:00
12041,605032,2019-09-25 12:50:00
12042,553996,2019-09-25 12:50:00
12043,499433,2019-10-28 17:34:00
12044,497038,2019-09-25 12:50:00
12045,323179,2019-09-25 12:50:00
12046,457586,2019-09-25 12:50:00
12047,514433,2019-09-25 12:50:00
12048,525591,2019-09-27 11:42:00
12049,633888,2019-09-27 18:12:00
12050,557126,2019-10-28 17:34:00
12051,557066,2019-09-27 18:12:00
12052,557185,2019-09-27 11:42:00
12053,556994,2019-11-02 15:39:00
12054,507226,2019-11-02 15:39:00
12055,457603,2019-09-27 11:42:00
12056,556255,2019-09-27 18:12:00
12057,698241,2019-11-02 15:39:00
12058,474312,2019-11-02 15:39:00
12059,410630,2019-09-27 18:12:00
12060,551906,2019-09-25 12:50:00
12061,672731,2019-09-27 18:12:00
12062,254542,2019-09-27 18:12:00
12063,567729,2019-10-28 17:34:00
12064,651368,2019-09-27 11:42:00
12065,261189,2019-10-28 17:34:00
12066,648318,2019-10-28 17:34:00
12067,576597,2019-09-27 11:42:00
12068,487636,2019-09-25 12:50:00
12069,574184,2019-10-28 17:34:00
12070,397973,2019-09-27 18:12:00
12071,481679,2019-11-02 15:39:00
12072,633882,2019-10-28 17:34:00
12073,635093,2019-09-27 18:12:00
12074,549037,2019-09-25 12:50:00
12075,344341,2019-09-27 11:42:00
12076,584126,2019-10-28 17:34:00
12077,683858,2019-10-28 17:34:00
12078,681068,2019-09-27 11:42:00
12079,504288,2019-11-02 15:39:00
12080,545658,2019-09-27 18:12:00
12081,440512,2019-11-02 15:39:00
12082,561579,2019-11-02 15:39:00
12083,542265,2019-11-02 15:39:00
12084,642262,2019-09-25 12:50:00
12085,488021,2019-09-25 12:50:00
12086,434112,2019-10-28 17:34:00
12087,434175,2019-09-27 11:42:00
12088,667738,2019-10-28 17:34:00
12089,383302,2019-11-02 15:39:00
12090,489677,2019-11-02 15:39:00
12091,418490,2019-10-28 17:34:00
12092,478985,2019-09-27 11:42:00
12093,612037,2019-10-28 17:34:00
12094,527714,2019-10-28 17:34:00
12095,516634,2019-10-28 17:34:00
12096,514633,2019-09-27 11:42:00
12097,638733,2019-09-27 11:42:00
12098,621474,2019-10-28 17:34:00
12099,604044,2019-09-27 18:12:00
12100,642009,2019-09-27 11:42:00
12101,395833,2019-09-27 11:42:00
12102,660691,2019-09-27 11:42:00
12103,492457,2019-09-25 12:50:00
12104,640346,2019-11-02 15:39:00
12105,629468,2019-09-27 18:12:00
12106,473622,2019-09-27 18:12:00
12107,489711,2019-10-28 17:34:00
12108,489667,2019-11-02 15:39:00
12109,586606,2019-09-25 12:50:00
12110,583137,2019-09-27 11:42:00
12111,494077,2019-09-25 12:50:00
12112,586556,2019-11-02 15:39:00
12113,494188,2019-11-02 15:39:00
12114,613049,2019-10-28 17:34:00
12115,568586,2019-11-02 15:39:00
12116,274449,2019-09-27 18:12:00
12117,539607,2019-09-25 12:50:00
12118,469375,2019-11-02 15:39:00
12119,533990,2019-09-27 11:42:00
12120,533087,2019-10-28 17:34:00
12121,533992,2019-10-28 17:34:00
12122,578262,2019-09-27 18:12:00
12123,485227,2019-09-25 12:50:00
12124,491536,2019-09-25 12:50:00
12125,494195,2019-10-28 17:34:00
12126,492653,2019-09-27 11:42:00
12127,534763,2019-09-25 12:50:00
12128,534495,2019-09-27 11:42:00
12129,535993,2019-09-27 11:42:00
12130,622702,2019-09-25 12:50:00
12131,622099,2019-09-27 11:42:00
12132,572546,2019-10-28 17:34:00
12133,404308,2019-09-27 18:12:00
12134,270396,2019-10-28 17:34:00
12135,498561,2019-09-27 11:42:00
12136,465311,2019-09-27 11:42:00
12137,557209,2019-09-27 11:42:00
12138,474883,2019-11-02 15:39:00
12139,360339,2019-09-27 11:42:00
12140,406283,2019-09-27 18:12:00
12141,605108,2019-11-02 15:39:00
12142,592918,2019-09-25 12:50:00
12143,606156,2019-09-27 11:42:00
12144,456031,2019-09-25 12:50:00
12145,686384,2019-11-02 15:39:00
12146,352481,2019-10-28 17:34:00
12147,363850,2019-11-02 15:39:00
12148,377636,2019-09-27 11:42:00
12149,506979,2019-09-27 11:42:00
12150,522794,2019-09-27 11:42:00
12151,526149,2019-11-02 15:39:00
12152,523404,2019-09-25 12:50:00
12153,525035,2019-10-28 17:34:00
12154,633852,2019-09-25 12:50:00
12155,631083,2019-09-27 11:42:00
12156,522696,2019-11-02 15:39:00
12157,609244,2019-09-25 12:50:00
12158,628790,2019-09-27 18:12:00
12159,525340,2019-09-25 12:50:00
12160,525060,2019-10-28 17:34:00
12161,388849,2019-10-28 17:34:00
12162,607515,2019-09-27 18:12:00
12163,608684,2019-09-25 12:50:00
12164,610744,2019-10-28 17:34:00
12165,514763,2019-10-28 17:34:00
12166,598807,2019-10-28 17:34:00
12167,599794,2019-09-27 11:42:00
12168,427706,2019-09-25 12:50:00
12169,527801,2019-11-02 15:39:00
12170,529270,2019-09-27 11:42:00
12171,510705,2019-10-28 17:34:00
12172,322731,2019-09-27 18:12:00
12173,324325,2019-09-27 11:42:00
12174,566629,2019-10-28 17:34:00
12175,457802,2019-09-27 18:12:00
12176,527705,2019-09-27 18:12:00
12177,551426,2019-09-27 11:42:00
12178,549476,2019-09-27 11:42:00
12179,295410,2019-10-28 17:34:00
12180,444282,2019-09-27 18:12:00
12181,444114,2019-09-27 18:12:00
12182,445433,2019-09-27 11:42:00
12183,444551,2019-09-25 12:50:00
12184,414304,2019-09-27 18:12:00
12185,682276,2019-11-02 15:39:00
12186,532641,2019-09-25 12:50:00
12187,587718,2019-09-25 12:50:00
12188,585448,2019-11-02 15:39:00
12189,533031,2019-09-27 18:12:00
12190,574545,2019-10-28 17:34:00
12191,652466,2019-09-25 12:50:00
12192,486547,2019-11-02 15:39:00
12193,472763,2019-09-25 12:50:00
12194,623490,2019-10-28 17:34:00
12195,510533,2019-10-28 17:34:00
12196,585417,2019-11-02 15:39:00
12197,588487,2019-09-27 18:12:00
12198,530442,2019-09-27 11:42:00
12199,472373,2019-09-27 18:12:00
12200,459300,2019-09-27 11:42:00
12201,397962,2019-09-27 11:42:00
12202,479477,2019-11-02 15:39:00
12203,479302,2019-09-25 12:50:00
12204,483365,2019-11-02 15:39:00
12205,477060,2019-10-28 17:34:00
12206,472742,2019-09-27 18:12:00
12207,382999,2019-09-27 11:42:00
12208,470633,2019-09-27 11:42:00
12209,615561,2019-11-02 15:39:00
12210,571936,2019-09-25 12:50:00
12211,569423,2019-09-27 11:42:00
12212,571620,2019-09-25 12:50:00
12213,570198,2019-09-27 18:12:00
12214,279192,2019-09-27 11:42:00
12215,539766,2019-10-28 17:34:00
12216,542737,2019-09-27 11:42:00
12217,623430,2019-11-02 15:39:00
12218,648294,2019-11-02 15:39:00
12219,542982,2019-09-25 12:50:00
12220,504428,2019-10-28 17:34:00
12221,484321,2019-09-25 12:50:00
12222,484326,2019-09-25 12:50:00
12223,438197,2019-10-28 17:34:00
12224,568487,2019-09-27 18:12:00
12225,479763,2019-11-02 15:39:00
12226,625877,2019-10-28 17:34:00
12227,627029,2019-09-25 12:50:00
12228,504808,2019-09-27 18:12:00
12229,504345,2019-11-02 15:39:00
12230,602812,2019-09-27 11:42:00
12231,605186,2019-09-25 12:50:00
12232,537862,2019-10-28 17:34:00
12233,285176,2019-09-25 12:50:00
12234,484215,2019-09-25 12:50:00
12235,264447,2019-10-28 17:34:00
12236,310680,2019-10-28 17:34:00
12237,631119,2019-11-02 15:39:00
12238,422752,2019-09-25 12:50:00
12239,423881,2019-09-25 12:50:00
12240,494257,2019-09-25 12:50:00
12241,571427,2019-11-02 15:39:00
12242,477569,2019-09-27 18:12:00
12243,570373,2019-09-25 12:50:00
12244,572641,2019-10-28 17:34:00
12245,686531,2019-09-27 11:42:00
12246,606448,2019-10-28 17:34:00
12247,501597,2019-09-27 18:12:00
12248,524328,2019-11-02 15:39:00
12249,407933,2019-11-02 15:39:00
12250,404227,2019-10-28 17:34:00
12251,518901,2019-09-25 12:50:00
12252,404947,2019-09-27 18:12:00
12253,324098,2019-09-27 11:42:00
12254,322763,2019-09-25 12:50:00
12255,445919,2019-10-28 17:34:00
12256,633226,2019-09-25 12:50:00
12257,567764,2019-10-28 17:34:00
12258,599464,2019-10-28 17:34:00
12259,595258,2019-09-27 11:42:00
12260,276907,2019-09-27 18:12:00
12261,498769,2019-10-28 17:34:00
12262,270410,2019-11-02 15:39:00
12263,686497,2019-09-27 11:42:00
12264,606815,2019-09-25 12:50:00
12265,600081,2019-11-02 15:39:00
12266,522685,2019-11-02 15:39:00
12267,514504,2019-10-28 17:34:00
12268,517414,2019-09-27 18:12:00
12269,344762,2019-11-02 15:39:00
12270,384312,2019-11-02 15:39:00
12271,513768,2019-11-02 15:39:00
12272,607473,2019-09-27 11:42:00
12273,339786,2019-11-02 15:39:00
12274,450873,2019-09-27 18:12:00
12275,437309,2019-10-28 17:34:00
12276,588474,2019-11-02 15:39:00
12277,510393,2019-09-27 11:42:00
12278,607535,2019-09-27 18:12:00
12279,376566,2019-10-28 17:34:00
12280,556842,2019-09-27 18:12:00
12281,514708,2019-10-28 17:34:00
12282,516720,2019-10-28 17:34:00
12283,582598,2019-09-27 11:42:00
12284,569004,2019-11-02 15:39:00
12285,455058,2019-10-28 17:34:00
12286,377787,2019-10-28 17:34:00
12287,617927,2019-10-28 17:34:00
12288,653953,2019-09-27 11:42:00
12289,429243,2019-09-25 12:50:00
12290,283788,2019-09-25 12:50:00
12291,480108,2019-09-27 11:42:00
12292,557278,2019-09-25 12:50:00
12293,524897,2019-09-25 12:50:00
12294,585438,2019-09-25 12:50:00
12295,586294,2019-09-25 12:50:00
12296,568536,2019-09-25 12:50:00
12297,275161,2019-09-27 11:42:00
12298,541789,2019-10-28 17:34:00
12299,470198,2019-09-25 12:50:00
12300,467705,2019-11-02 15:39:00
12301,534268,2019-10-28 17:34:00
12302,534423,2019-10-28 17:34:00
12303,491123,2019-11-02 15:39:00
12304,609859,2019-09-27 18:12:00
12305,611291,2019-09-27 11:42:00
12306,617958,2019-09-27 18:12:00
12307,537546,2019-11-02 15:39:00
12308,610531,2019-09-27 11:42:00
12309,610299,2019-11-02 15:39:00
12310,333329,2019-11-02 15:39:00
12311,522901,2019-09-25 12:50:00
12312,688935,2019-09-27 11:42:00
12313,493974,2019-09-27 18:12:00
12314,469982,2019-11-02 15:39:00
12315,620729,2019-10-28 17:34:00
12316,264883,2019-09-25 12:50:00
12317,464585,2019-09-25 12:50:00
12318,477344,2019-09-27 18:12:00
12319,620207,2019-09-27 11:42:00
12320,475002,2019-09-25 12:50:00
12321,360744,2019-10-28 17:34:00
12322,606288,2019-09-25 12:50:00
12323,301274,2019-09-25 12:50:00
12324,317314,2019-10-28 17:34:00
12325,324926,2019-09-27 18:12:00
12326,326074,2019-10-28 17:34:00
12327,322944,2019-09-27 18:12:00
12328,441400,2019-10-28 17:34:00
12329,546530,2019-09-25 12:50:00
12330,607470,2019-10-28 17:34:00
