WFDOSSANTOSME;06.147.604/0001-41;510401;AC;RIO BRANCO;PATIO;W F 1;-9,935278;-67,868056;LO-91/2014;INSTITUTO DE MEIO AMBIENTE DO ACRE;26/02/2014;26/02/2018;05/01/2007;2007;Enterolobium contortisiliquum;Orelhademacaco;Tora;2,819;M3;Madeira serrada (caibro);1,409;M3;2,0007;Cavacos;1,072;M3;0,338;21/11/2019 10:00
OUROBRANCOMADEIRASIMPEEXPLTDA;00.525.034/0001-08;25951;AC;CAPIXABA;PATIO;PATIO DA SERRARIA;-10,520556;-67,663056;LO-303/2016;INSTITUTO DE MEIO AMBIENTE DO ACRE;04/11/2016;04/11/2020;06/01/2007;2007;Apuleia molaris;Garapeira;Tora;27,003;M3;Madeira serrada (tábua);13,501;M3;2,0001;Resíduo para Aproveitamento Industrial;0,951;M3;12,551;21/11/2019 10:00
OUROBRANCOMADEIRASIMPEEXPLTDA;00.525.034/0001-08;25951;AC;CAPIXABA;PATIO;PATIO DA SERRARIA;-10,520556;-67,663056;LO-303/2016;INSTITUTO DE MEIO AMBIENTE DO ACRE;04/11/2016;04/11/2020;06/01/2007;2007;Hymenaea courbaril;Jatobá;Tora;8,89;M3;Madeira serrada (tábua);4,445;M3;2,0;Resíduo para Aproveitamento Industrial;0,354;M3;4,091;21/11/2019 10:00
WFDOSSANTOSME;06.147.604/0001-41;510401;AC;RIO BRANCO;PATIO;W F 1;-9,935278;-67,868056;LO-91/2014;INSTITUTO DE MEIO AMBIENTE DO ACRE;26/02/2014;26/02/2018;09/01/2007;2007;Ficus insipida;Figueira;Tora;7,076;M3;Madeira serrada (tábua);3,538;M3;2,0;Cavacos;2,137;M3;1,401;21/11/2019 10:00
INDECOMDEMADINDIAPORALTDA;04.582.045/0001-72;4351;AC;RIO BRANCO;PATIO;IND. E COM. MAD. INDIA PORA LTDA;-9,943611;-67,871667;LO-337/2016;INSTITUTO DE MEIO AMBIENTE DO ACRE;24/11/2016;24/11/2020;17/01/2007;2007;Apuleia molaris;Garapa;Tora;62,374;M3;Madeira serrada (tábua);31,187;M3;2,0;;;;31,187;21/11/2019 10:00
MADEREIRASÃOCRISTÓVÃOIMPEEXPLTDA;34.703.256/0001-87;10740;AC;RIO BRANCO;PATIO;SAO CRISTOVAO;-9,869333;-67,769833;LO-118/2015;INSTITUTO DE MEIO AMBIENTE DO ACRE;07/05/2015;07/05/2019;19/01/2007;2007;Dipteryx odorata;Cumaruferro;Tora;7,0;M3;Madeira serrada (viga);3,5;M3;2,0;Caibrinhos;2,098;M3;1,402;21/11/2019 10:00
WFDOSSANTOSME;06.147.604/0001-41;510401;AC;RIO BRANCO;PATIO;W F 1;-9,935278;-67,868056;LO-91/2014;INSTITUTO DE MEIO AMBIENTE DO ACRE;26/02/2014;26/02/2018;08/01/2007;2007;Thyrsodium spruceanum;Catuaba;Tora;2,476;M3;Madeira serrada (tábua);1,238;M3;2,0;Cavacos;0,879;M3;0,359;21/11/2019 10:00
ADOLFOSAADIIMPEEXP;10.175.586/0001-89;318011;AC;BRASILEIA;PATIO;PATIO 1;;;;;;;02/01/2007;2007;Qualea dinizii;Amarelão;Tora;9,821;M3;Madeira serrada (viga);4,91;M3;2,0002;Ripas;0,5;M3;3,811;21/11/2019 10:00
ADOLFOSAADIIMPEEXP;10.175.586/0001-89;318011;AC;BRASILEIA;PATIO;PATIO 1;;;;;;;02/01/2007;2007;Qualea dinizii;Amarelão;Tora;9,821;M3;Madeira serrada (viga);4,91;M3;2,0002;Caibrinhos;0,3;M3;3,811;21/11/2019 10:00
ADOLFOSAADIIMPEEXP;10.175.586/0001-89;318011;AC;BRASILEIA;PATIO;PATIO 1;;;;;;;02/01/2007;2007;Qualea dinizii;Amarelão;Tora;9,821;M3;Madeira serrada (viga);4,91;M3;2,0002;Sarrafo;0,3;M3;3,811;21/11/2019 10:00
ADOLFOSAADIIMPEEXP;10.175.586/0001-89;318011;AC;BRASILEIA;PATIO;PATIO 1;;;;;;;02/01/2007;2007;Pouteria  spp.;Abiu;Tora;6,646;M3;Madeira serrada (caibro);3,323;M3;2,0;Caibrinhos;0,3;M3;2,823;21/11/2019 10:00
